"0","Information eat cost project","360.44","true"
"1","Several enter little today","84.78","false"
"2","Shoulder against admit","385.29","false"
"3","Seem often compare","251.77","false"
"4","Practice mean process","331.36","false"
"5","When summer although what build","430.19","true"
"6","There reality","187.00","false"
"7","May drug lot","334.90","false"
"8","West subject challenge wind","268.62","false"
"9","Little pick true make","378.07","true"
"10","Technology yard eight blue whatever","414.00","true"
"11","Her long rich should","466.00","false"
"12","Notice anything key question","293.92","true"
"13","Option maybe","356.92","true"
"14","Another ago herself dog","437.63","true"
"15","Room especially area","488.29","false"
"16","Decide reason within","483.97","false"
"17","Modern parent maybe","86.53","true"
"18","Commercial again into hit","159.25","true"
"19","South drug sister live model","494.67","false"
"20","Also little guess risk agent","33.09","true"
"21","Deal data","458.87","false"
"22","American serve beautiful","155.41","true"
"23","Blood remember","123.14","true"
"24","Something television view always","187.25","false"
"25","World remember community evidence","124.16","true"
"26","Traditional with thing","153.69","false"
"27","Collection discuss boy traditional","376.27","true"
"28","Area risk billion everyone","425.65","true"
"29","Truth final relate clear","254.31","true"
"30","Picture perhaps senior","358.25","true"
"31","Yourself show quality myself","177.74","true"
"32","Billion physical north","335.38","false"
"33","Feeling number former","272.34","false"
"34","Individual high feel human","196.31","true"
"35","Watch senior very speak anyone","101.67","true"
"36","Mention become","77.72","false"
"37","Black however popular","84.23","false"
"38","Television take writer","1.25","true"
"39","None reduce employee fish know","31.10","false"
"40","Put say return","124.77","false"
"41","Tonight since","88.94","true"
"42","Hope worry learn lose end","443.13","false"
"43","Record radio cut know despite","65.70","false"
"44","Such our","147.00","true"
"45","Bed alone himself","26.72","false"
"46","By heavy win","252.13","false"
"47","Author final affect soldier","458.34","true"
"48","Exist upon others memory heart","293.01","false"
"49","Better billion left present","427.13","true"
"50","Camera executive","432.05","true"
"51","Lay mean walk","102.31","false"
"52","Personal couple budget","317.56","false"
"53","Return might meet","241.44","false"
"54","Police not several cost","500.55","true"
"55","Can board one health face","92.38","true"
"56","Fight task democratic","417.65","false"
"57","Great during as physical as","399.46","true"
"58","Face turn dinner","377.57","true"
"59","Mean kind themselves method onto","239.79","false"
"60","Use cold share","179.70","true"
"61","Take ahead age","134.84","false"
"62","All eat southern","110.08","true"
"63","Police I catch moment","172.98","true"
"64","Notice wait bring animal bring","231.28","true"
"65","Local light on avoid better","334.70","true"
"66","Continue international rule","132.30","true"
"67","Admit card bill degree","118.16","true"
"68","Customer gun nothing ready wish","278.10","false"
"69","Reason shake eat","199.27","false"
"70","Center team rich next few","433.53","false"
"71","Television especially animal","190.39","false"
"72","Budget body arrive","275.23","true"
"73","Yourself resource should soon","189.52","true"
"74","Way remain","334.42","false"
"75","Pick pretty","53.43","true"
"76","Dream rather option eye","420.45","true"
"77","Language sing enough upon rest","230.58","true"
"78","Strong support","392.91","true"
"79","Share run article","200.15","true"
"80","Race believe manage try","445.12","false"
"81","Personal tell one choice","495.20","true"
"82","She him contain though small","324.41","false"
"83","Ready difficult citizen southern","271.71","false"
"84","This theory evening","138.52","false"
"85","Would less material","183.67","false"
"86","Key budget nor","16.53","true"
"87","Painting unit size","458.09","true"
"88","Forget star onto series","220.96","true"
"89","Will peace music","285.20","true"
"90","Always modern respond human check","202.21","true"
"91","Since executive","296.26","false"
"92","List we","29.21","true"
"93","Wonder claim several","206.27","false"
"94","Professional operation","59.87","true"
"95","Rise if issue pick shoulder","102.30","false"
"96","Keep something church","101.09","true"
"97","Sing back start so","126.63","true"
"98","Society why send","50.13","true"
"99","Fear find staff down","437.29","false"
"100","None week newspaper mind president","233.76","true"
"101","News well","16.54","true"
"102","Piece thousand summer general","486.91","true"
"103","Enter student none method meet","167.20","false"
"104","By seat within to","252.28","false"
"105","Make each","201.24","true"
"106","Strong southern fire lawyer future","179.82","true"
"107","Opportunity compare","344.21","false"
"108","Without stuff beyond network","137.60","true"
"109","Parent create wall her medical","68.42","false"
"110","Daughter indicate television and","371.06","true"
"111","Enjoy owner finally","252.41","true"
"112","Another team figure teach","163.17","true"
"113","While common soon move successful","177.75","false"
"114","Out month value","54.53","true"
"115","Plan oil television among","310.69","true"
"116","Behind political history","425.55","true"
"117","Prepare have hope black","184.17","true"
"118","Often arm data player study","18.38","true"
"119","Six establish day","450.55","true"
"120","Live drive business","259.72","false"
"121","Sense order fear find think","204.95","false"
"122","Too yes night anything city","89.67","false"
"123","For cut style actually","112.49","false"
"124","Maybe family relationship","124.60","true"
"125","Nation nature summer theory such","21.96","true"
"126","Western conference vote","357.99","false"
"127","Seek meeting trial simple form","13.46","false"
"128","Growth meeting","294.86","false"
"129","Like after common role","71.56","false"
"130","Family phone eight economic analysis","66.64","false"
"131","Civil stuff present","163.80","false"
"132","Choice program investment approach arm","293.29","true"
"133","Property thousand book low","203.19","true"
"134","Go choice sort","248.68","true"
"135","Chance responsibility hard all central","325.58","true"
"136","Represent contain painting toward such","424.49","true"
"137","Guess industry walk offer","429.95","true"
"138","City he north new","38.54","false"
"139","Finally hundred standard","336.60","false"
"140","Help movement arm agent set","235.74","true"
"141","Success old total and trial","384.38","true"
"142","Card rich","97.86","true"
"143","Entire small","368.83","false"
"144","Practice real reach red","443.21","true"
"145","Work case","453.22","true"
"146","Eat west war","204.90","true"
"147","Available if","21.37","true"
"148","Late what financial require","243.82","false"
"149","Far PM cut","135.62","false"
"150","Significant how","34.35","true"
"151","Eye economic","148.93","true"
"152","Bit this each best","22.59","false"
"153","Step get ground beautiful pick","472.00","true"
"154","Some join east","235.09","false"
"155","How too less enough suggest","278.12","true"
"156","Explain people better bad deep","99.40","true"
"157","In property edge","258.54","true"
"158","Computer first whom fire body","384.48","true"
"159","Sit which","451.24","false"
"160","Around top relationship later","494.25","false"
"161","Loss whole share million","352.04","true"
"162","East boy general","402.05","false"
"163","Strong draw instead","9.47","false"
"164","Forget also board","494.16","false"
"165","Technology hand deep hear","249.45","true"
"166","Draw upon meet","434.77","true"
"167","Whole key","427.50","false"
"168","Owner audience","173.51","false"
"169","Begin weight trial","416.82","true"
"170","Art own simply","287.58","true"
"171","Weight check space cause head","336.16","false"
"172","Evening movie serve plan","14.69","false"
"173","Bank nor receive west","167.57","false"
"174","Forward top model for morning","208.37","false"
"175","Their foreign letter improve","79.43","false"
"176","Event say","413.07","false"
"177","Easy can","111.85","true"
"178","Parent water project explain","431.76","false"
"179","Heavy fast boy would","226.48","true"
"180","Food officer accept product action","248.37","false"
"181","Sell score clearly a get","32.58","false"
"182","Million into message","266.79","true"
"183","Baby to","238.54","false"
"184","Theory much senior","214.64","false"
"185","Box trip bit term","140.42","false"
"186","Meet main","498.81","true"
"187","Stage bring site","148.29","true"
"188","Yard beat present religious","440.84","true"
"189","Write with easy research","151.26","false"
"190","Create deal class modern","388.92","true"
"191","Cost rate discover","292.65","false"
"192","Heart middle natural second","74.94","false"
"193","Crime point teacher","12.27","true"
"194","Film continue budget product","480.15","true"
"195","Thank full","318.99","false"
"196","Cold dream back wide animal","195.75","false"
"197","Pretty white","378.30","true"
"198","Husband hot chance even huge","361.06","true"
"199","It seat week source","359.73","false"
"200","Minute son agreement","413.98","false"
"201","Boy live value town example","31.70","false"
"202","Through evening religious everyone sister","105.97","true"
"203","Easy sometimes sport image down","181.41","true"
"204","Little may glass","399.92","true"
"205","Artist fall cover","163.68","true"
"206","Feeling for computer","54.88","true"
"207","Our back idea raise image","480.82","false"
"208","Picture turn various","450.84","true"
"209","Significant anyone structure","440.26","false"
"210","Themselves three","245.65","true"
"211","Development safe student husband","422.70","false"
"212","Understand behavior spring challenge","7.27","true"
"213","Pattern buy well","316.21","false"
"214","Save boy personal improve","157.65","false"
"215","House concern","442.78","false"
"216","Mrs of approach","138.65","true"
"217","Guy have walk","372.96","false"
"218","Behavior test more never address","406.30","true"
"219","Administration concern service see","90.61","true"
"220","Car standard","352.12","false"
"221","Meeting who yard","458.42","false"
"222","Common guy PM beautiful","296.87","false"
"223","Hold hear final field","415.15","true"
"224","From return these yard","394.30","true"
"225","Avoid picture special money","451.85","true"
"226","Why authority","461.68","false"
"227","Allow if particularly environment","14.44","false"
"228","Gas buy technology school","305.36","false"
"229","Strategy ever","157.42","true"
"230","Cover word","144.23","false"
"231","Just drive choose finally million","176.43","false"
"232","There worry American ball must","56.97","false"
"233","New rule this","414.73","true"
"234","Door safe pick daughter institution","23.93","false"
"235","Employee later center","6.49","true"
"236","Writer road","465.75","false"
"237","President treatment store discuss","70.05","true"
"238","Glass charge","390.28","false"
"239","Soon site spring get","186.20","true"
"240","Work thought there nearly lawyer","108.40","false"
"241","Return development toward doctor","164.74","true"
"242","War build some will","428.84","false"
"243","Different respond","278.60","false"
"244","Young product him","375.65","false"
"245","Much military evening open food","296.28","false"
"246","Only large","326.54","true"
"247","Product the ability fill","88.58","true"
"248","We staff fact","343.37","true"
"249","Watch although skill research","103.04","false"
"250","Benefit beautiful miss","400.05","true"
"251","Commercial agent ever idea","138.37","true"
"252","Deep behind street","469.51","true"
"253","Manage drive follow poor","155.04","true"
"254","Democratic citizen step improve","190.92","false"
"255","Agreement what show","441.09","true"
"256","Assume yes describe by","426.72","true"
"257","Father ability history loss","312.12","true"
"258","Down practice business several design","305.39","false"
"259","Theory husband down customer","402.71","false"
"260","Spring section civil","81.91","true"
"261","Conference short plant","163.62","true"
"262","Whose turn star officer about","406.70","true"
"263","Few cut","343.66","false"
"264","Yes range reveal guess","221.68","true"
"265","Idea contain","165.08","false"
"266","Including dog drug","358.59","false"
"267","Education learn admit organization","121.67","true"
"268","Story room culture beautiful","420.17","false"
"269","Local bad side knowledge","322.75","false"
"270","Tree defense relationship","442.66","false"
"271","Involve shake door cut","131.62","true"
"272","Paper include but project white","232.11","true"
"273","Rock instead fly hit","250.08","false"
"274","Cold conference","380.61","false"
"275","Identify participant","313.74","true"
"276","You make simple","470.38","false"
"277","My again certainly whose","461.02","false"
"278","Alone son","291.25","true"
"279","Ask two light should","367.50","true"
"280","Painting continue appear","239.79","true"
"281","Window Mrs use surface","439.09","true"
"282","Mean but save","201.33","false"
"283","Do security","487.37","false"
"284","Range finish season second trip","496.92","false"
"285","Well treat audience history","443.19","true"
"286","Modern store figure economy choose","11.54","true"
"287","Hard agreement","90.61","true"
"288","Model school","378.68","false"
"289","Stay side","257.41","true"
"290","Girl type name","342.50","true"
"291","Five yourself young security","152.99","true"
"292","Assume action avoid leg","123.12","false"
"293","Development of rich change","340.66","true"
"294","Hospital art financial","297.63","false"
"295","Amount today maintain conference","393.76","false"
"296","Leader peace","75.87","true"
"297","Information make rather","135.09","false"
"298","Rock care","200.71","true"
"299","Daughter card news","83.29","true"
"300","Might special quality source hold","222.29","false"
"301","The now either","152.55","true"
"302","Choose world attorney","315.56","false"
"303","A open sort","145.03","false"
"304","Recent TV","287.08","true"
"305","First least","489.75","false"
"306","Break third Mrs","432.22","true"
"307","Threat theory","228.89","false"
"308","Watch explain back very work","231.59","true"
"309","Art move","289.09","true"
"310","Coach example great","218.69","false"
"311","Service career","358.72","false"
"312","Finally treatment real son","77.25","false"
"313","List tree news attention","24.02","false"
"314","She look pull","139.16","false"
"315","They particular area","42.90","true"
"316","Now manager six hour first","234.15","true"
"317","Value child imagine","135.54","false"
"318","Machine less north","490.27","true"
"319","Attention key reduce","239.72","true"
"320","Economic yard strong","157.37","false"
"321","Each how discussion mission","461.23","true"
"322","Walk citizen know the","365.07","true"
"323","True can free everybody","463.89","true"
"324","Professor for very name","382.06","true"
"325","Everybody control service war responsibility","285.73","true"
"326","Clearly country","198.21","false"
"327","Shoulder PM","45.54","true"
"328","Than red yet in","191.41","false"
"329","Box course child painting","367.52","true"
"330","Expect institution someone woman","194.93","true"
"331","Act character dog","218.54","true"
"332","Could unit use discussion attention","373.95","false"
"333","Election do fall hour simply","90.75","false"
"334","Central through Republican","376.18","true"
"335","Individual measure election","442.80","true"
"336","By offer field","495.56","true"
"337","Various soon peace","145.61","false"
"338","Authority develop rather which","180.37","false"
"339","Music mouth third economy both","271.67","false"
"340","Attention force much return physical","99.35","true"
"341","Factor simply civil owner","469.05","true"
"342","Project situation","463.03","false"
"343","Financial hair new paper","74.24","false"
"344","Create action business group when","260.90","true"
"345","Seven after I","260.36","true"
"346","Sign enter late sea","105.74","true"
"347","Congress individual north","205.02","false"
"348","Per history school","64.96","false"
"349","Mission deep","395.45","true"
"350","Result computer require power","200.41","true"
"351","Would our","431.46","false"
"352","Page tax","290.37","true"
"353","Total season compare tonight blue","426.23","true"
"354","Technology hundred such miss somebody","64.25","false"
"355","Describe current seem usually","309.60","false"
"356","Personal billion gun","74.84","true"
"357","Play north respond director","367.18","false"
"358","At determine","183.09","false"
"359","Ever drive","167.57","true"
"360","Hour three data parent me","474.70","true"
"361","Spring call","69.32","true"
"362","Model activity very race","158.55","true"
"363","Begin responsibility three become after","405.31","true"
"364","Themselves window not girl","390.03","false"
"365","Edge hundred","384.51","false"
"366","Newspaper laugh along fight","479.90","false"
"367","Million perform college low","490.14","false"
"368","Law east song","213.09","false"
"369","Gun what PM","285.39","true"
"370","Very measure","54.11","true"
"371","Skill fast husband","89.47","false"
"372","Enjoy production","333.02","false"
"373","Song relationship","116.09","false"
"374","Report practice fast wonder","134.11","false"
"375","Part social","496.23","true"
"376","Similar clear include staff","56.32","false"
"377","Eight visit expert","451.64","false"
"378","Affect million live set","49.75","true"
"379","Shake task","263.09","true"
"380","Land person","338.60","true"
"381","Nice trade evidence exactly","204.86","true"
"382","Nature idea night","303.55","true"
"383","Congress return three","204.66","true"
"384","Court management pay write it","386.48","false"
"385","Town check","319.00","false"
"386","Large everything","475.58","false"
"387","Benefit pull hand who enter","400.92","true"
"388","Stay later where major month","342.81","true"
"389","Continue reveal rock network","233.12","true"
"390","Raise player project president allow","104.77","true"
"391","Pattern believe condition","413.24","true"
"392","Unit when","347.91","false"
"393","Short them use","134.44","false"
"394","Maybe play where","282.36","true"
"395","Risk approach page","262.35","true"
"396","Why green","32.36","false"
"397","Ability southern","138.40","true"
"398","Then hit his when","381.94","true"
"399","Leave suddenly whole","375.01","true"
"400","Through technology","441.75","true"
"401","Difficult those","165.97","false"
"402","Image sort else","276.02","false"
"403","Term subject well compare","7.44","false"
"404","Above step happy let","381.72","true"
"405","Anyone allow","186.38","true"
"406","Gun military article","114.36","false"
"407","Box first","74.51","false"
"408","Use exist break example","404.67","true"
"409","Leg say myself before","449.95","true"
"410","Race strong seem report","6.67","true"
"411","Attorney raise teacher trial bed","195.30","false"
"412","Increase model tell within","406.22","true"
"413","Other sing receive sing","373.63","false"
"414","Choose rather","297.51","false"
"415","Appear artist air loss","451.15","false"
"416","Sometimes behind most show","427.46","false"
"417","Approach on","33.26","true"
"418","West goal election","39.20","true"
"419","Fly model space lawyer draw","212.82","true"
"420","Range these","438.27","true"
"421","Design day hour Republican","157.52","false"
"422","Enough effect because staff great","37.77","true"
"423","Section language sit help","105.37","true"
"424","Strong group","321.05","true"
"425","Scientist develop whether knowledge","471.06","true"
"426","To billion section","364.44","true"
"427","Agreement report detail","186.44","false"
"428","Executive treatment sign most","112.83","false"
"429","Nice mind enjoy service","392.79","true"
"430","Best anyone remember common","18.65","true"
"431","Minute effect reduce whole","485.56","true"
"432","Side nature thus","461.94","false"
"433","By market cover local leave","202.14","true"
"434","Arm though right common","188.56","false"
"435","Me actually population difference population","440.49","false"
"436","Even history especially debate month","113.01","false"
"437","Type according","342.17","false"
"438","Opportunity language","284.00","true"
"439","Decision police","214.53","true"
"440","Behavior learn really","439.70","true"
"441","Structure bank mission","490.42","false"
"442","Analysis information call budget defense","456.48","false"
"443","Tree oil outside","76.50","true"
"444","Onto generation heart Mr news","386.22","true"
"445","Likely lead","422.64","false"
"446","Without cold theory beat","41.00","false"
"447","Join power care push","359.95","true"
"448","Suffer he give agent","396.13","true"
"449","Draw my financial","53.53","false"
"450","Stock keep hospital focus","104.50","false"
"451","Specific her senior","319.33","true"
"452","Daughter another","462.06","false"
"453","Maintain agreement wonder","295.08","false"
"454","Thousand that","490.60","true"
"455","Rate however name","186.18","true"
"456","Protect them against amount","98.67","false"
"457","Save represent particular","132.35","false"
"458","Article position allow six surface","193.10","true"
"459","Activity however","281.55","true"
"460","Attack body pass","10.78","true"
"461","Best true","133.01","false"
"462","General letter member","134.93","false"
"463","Sort relationship major","316.09","true"
"464","Adult watch see north","5.84","false"
"465","Say energy everything doctor","209.09","false"
"466","Population phone piece","394.03","false"
"467","Important professional citizen yeah","280.48","false"
"468","Republican himself whom between none","360.68","true"
"469","Assume low","36.45","false"
"470","Buy often traditional agreement throw","464.68","false"
"471","Perform break defense","315.18","true"
"472","May natural","173.74","true"
"473","Evening approach trouble wide senior","127.74","false"
"474","So or","253.34","false"
"475","Lose stay","327.51","false"
"476","Take late tell themselves","355.07","true"
"477","Admit under tax concern explain","9.75","false"
"478","Institution clear","119.87","true"
"479","During me style visit","186.70","false"
"480","Class discuss","4.32","false"
"481","Window base writer after hear","153.73","true"
"482","Sea base","18.17","true"
"483","Total opportunity tonight animal","221.84","true"
"484","General student ok who","348.66","true"
"485","American bed must number","289.30","true"
"486","Window true accept health","464.14","true"
"487","Customer opportunity within tree","483.19","true"
"488","Near under save certainly really","311.57","false"
"489","Career central responsibility","358.53","true"
"490","Since knowledge police process","203.96","true"
"491","Simply wife painting maintain Congress","283.82","false"
"492","Agree goal against","398.64","true"
"493","Allow subject draw them","457.81","true"
"494","High heart simply","299.43","true"
"495","Interest view","405.91","true"
"496","Business responsibility quite direction","312.19","true"
"497","Sing everyone","29.88","false"
"498","Bank south term public","66.32","true"
"499","Meeting space public","488.65","false"
"500","Lawyer back yourself follow","416.46","false"
"501","Position practice size staff","279.57","false"
"502","Recognize will me suggest","247.87","false"
"503","Perhaps who standard traditional","327.46","true"
"504","Mrs coach always","161.88","true"
"505","Course stage wonder","15.64","false"
"506","Billion cultural must stand during","459.12","false"
"507","Sing situation piece much","147.37","true"
"508","Child night these manage","358.36","true"
"509","Page their seek yes available","391.16","false"
"510","Be hundred both","102.85","true"
"511","Method at lot join order","49.97","true"
"512","Keep industry","253.36","false"
"513","Teacher mind keep","12.44","true"
"514","Operation service product","492.35","false"
"515","Control toward yet","182.17","false"
"516","Factor or keep","332.50","false"
"517","Real front","269.20","false"
"518","Building half support since","13.29","true"
"519","Coach science people nature","287.01","false"
"520","Common police view consumer","173.34","true"
"521","Clear receive nation","454.10","true"
"522","Ready low worker manage","249.36","true"
"523","Natural guess then represent painting","153.88","true"
"524","Star onto occur pull song","269.10","true"
"525","Western teach when practice","245.72","true"
"526","Energy successful market","73.59","false"
"527","Provide drive scene fast","165.61","true"
"528","When person sometimes attack north","127.57","false"
"529","Resource mean evening","30.82","true"
"530","Surface thousand on physical","426.92","false"
"531","Prepare account fall color sense","496.78","false"
"532","Soldier beyond nice whatever","223.12","true"
"533","Bill none performance however","119.81","false"
"534","Skill fund remember any","355.83","false"
"535","Feeling would","71.47","true"
"536","Ask meet person","22.46","false"
"537","Partner serious move religious girl","500.12","false"
"538","Under last","155.80","true"
"539","Matter nothing","343.11","true"
"540","Miss clearly","35.15","false"
"541","Character raise sea since next","283.32","false"
"542","Girl enter hour car","357.09","false"
"543","Benefit house college","285.76","true"
"544","Hot old mother","7.17","true"
"545","Car beat same","498.46","false"
"546","Tough figure life miss","172.37","true"
"547","Institution push","95.48","true"
"548","Capital both rate stay","128.84","true"
"549","Already game democratic as","415.91","false"
"550","Down data head","87.79","false"
"551","Last market edge board","331.38","false"
"552","Because available","467.97","false"
"553","May father site","248.03","true"
"554","Vote song","352.65","false"
"555","Represent important follow guess","358.25","false"
"556","Focus free year","24.52","false"
"557","White vote company","285.06","true"
"558","Between employee sing","344.52","false"
"559","Able door","491.85","false"
"560","Movie subject","174.30","true"
"561","Respond final world vote","168.78","false"
"562","Since free capital spring","474.48","false"
"563","Opportunity city operation great","227.88","false"
"564","Ability fast business we","229.73","false"
"565","Air two somebody","340.43","false"
"566","Meet top stop Republican","335.32","false"
"567","Relate response","284.87","true"
"568","Board win","202.55","true"
"569","Knowledge soldier politics treatment","377.07","false"
"570","Deal hair rich hear hot","220.25","false"
"571","Discuss arm change wide","286.08","false"
"572","Change bank feeling recognize onto","75.27","false"
"573","Three social may","128.17","true"
"574","Between material single machine","194.55","true"
"575","Human there within","483.68","false"
"576","Floor house risk","399.10","false"
"577","Point end","447.41","false"
"578","This letter ago large laugh","379.38","true"
"579","Walk world","396.72","false"
"580","Daughter focus gas","452.63","true"
"581","Practice society national","30.14","true"
"582","Their road would","424.88","false"
"583","Happen discuss interview class lay","442.20","false"
"584","Prepare senior these play left","54.27","true"
"585","What enjoy","62.32","true"
"586","Instead site everybody","456.50","true"
"587","Speak according assume us pretty","219.21","false"
"588","Story reflect in college","158.70","true"
"589","Member away clearly authority number","262.97","true"
"590","Glass other take various","79.05","true"
"591","Whole become hit quality possible","190.20","false"
"592","Get total","499.65","true"
"593","Executive paper either","135.00","false"
"594","Street positive various once seek","168.01","true"
"595","Always more cover","430.11","true"
"596","Upon able","140.00","false"
"597","Chair type country","117.69","false"
"598","At early","362.50","true"
"599","Two fly hold lead like","184.70","true"
"600","Ball goal","130.67","false"
"601","Plant trade much goal","185.59","true"
"602","Myself program kitchen score","50.57","false"
"603","Few new both close","66.34","true"
"604","Lawyer along","191.75","true"
"605","Identify others rather would","164.54","true"
"606","Couple second town buy produce","76.26","true"
"607","Arrive consumer","102.89","true"
"608","Foreign decide parent pattern election","119.10","false"
"609","Under back leave sport our","354.97","true"
"610","Sound eight","182.21","false"
"611","Use small","44.84","false"
"612","Indeed security pressure almost","477.66","false"
"613","Sport per must yard wish","218.90","false"
"614","Enough tell eye blood","307.62","false"
"615","Area since should catch former","369.69","false"
"616","Although administration","132.19","true"
"617","Simply point","175.90","false"
"618","Somebody PM service according","33.48","false"
"619","Tv newspaper","261.13","false"
"620","Relate face pay wonder system","483.62","false"
"621","Stand we list state case","264.20","false"
"622","Something protect care","24.77","false"
"623","Situation arrive","22.01","false"
"624","Law right fight night","481.87","false"
"625","Analysis someone single","106.59","true"
"626","Radio cause though","4.81","true"
"627","Every inside","208.36","true"
"628","So interest to kid","34.77","true"
"629","Style expect attorney","122.08","false"
"630","High office","434.18","true"
"631","South how involve","401.98","true"
"632","Skin economy step establish attorney","208.29","false"
"633","Too pick ok environmental prove","72.67","true"
"634","That apply right third","419.95","false"
"635","Be develop skill","432.39","false"
"636","Two between win drug","161.63","false"
"637","Write score","421.71","true"
"638","Wall cell","319.62","true"
"639","Check herself may yourself challenge","404.84","true"
"640","Just another suggest according","188.02","false"
"641","Beautiful candidate represent","467.91","false"
"642","Use garden speak","262.46","true"
"643","Likely Mrs","246.16","false"
"644","Seek activity","254.87","true"
"645","Attack across painting","280.52","true"
"646","Close heavy medical","288.06","true"
"647","Manage develop ago voice common","459.00","true"
"648","Nor likely site traditional","8.72","true"
"649","Consider brother sound","271.39","true"
"650","Girl research painting western","260.19","true"
"651","Design item arm total argue","342.30","false"
"652","Course become interest","281.80","true"
"653","Value foreign","269.64","true"
"654","Education whatever play beat","311.86","true"
"655","Interest nice politics half","230.94","false"
"656","Civil each lot","478.70","true"
"657","Half note allow week","285.56","true"
"658","Score office wind already standard","360.26","false"
"659","Senior lose manage","476.79","true"
"660","Lay meet win rock according","25.27","true"
"661","Point run floor","461.56","true"
"662","Situation national during good visit","113.02","false"
"663","Toward impact material notice thing","465.53","false"
"664","Soon professor by same question","134.34","false"
"665","Vote structure now another","347.70","false"
"666","Language girl language term must","178.80","true"
"667","Other design charge talk","310.42","false"
"668","Phone finish one message walk","93.23","true"
"669","Process people himself worker","464.71","true"
"670","Herself most up shake","161.08","true"
"671","Home recently perform staff","59.26","false"
"672","Our need far rate poor","379.65","false"
"673","Level across","181.42","false"
